编号	纳税人识别号,纳税人名称,信用级别,评价年度,税务机关
1,912301106656718022,黑龙江省运通国际旅行社有限公司,2018,国家税务总局哈尔滨市香坊区税务局新成税务所
1,91230110665683133N,哈尔滨市利隆经贸有限公司,2018,国家税务总局哈尔滨市香坊区税务局第四税务所
1,912301106656946257,东方万弘物业管理有限公司第一分公司,2018,国家税务总局哈尔滨市香坊区税务局安埠税务所
1,912301106721048226,黑龙江省西麦克国际贸易有限公司,2018,国家税务总局哈尔滨市香坊区税务局六顺税务所
1,912301106721220947,哈尔滨香坊粮食物流中心有限公司,2018,国家税务总局哈尔滨市香坊区税务局第三税务所
1,91230110676954066D,哈尔滨秋林里道斯经贸有限责任公司,2018,国家税务总局哈尔滨市香坊区税务局第四税务所
1,912301106769865359,哈尔滨铸源机械加工有限公司,2018,国家税务总局哈尔滨市香坊区税务局安埠税务所
1,912301106802581782,哈尔滨联想亿百大药房连锁有限公司闽江店,2018,国家税务总局哈尔滨市香坊区税务局大庆税务所
1,91230110680288262B,哈尔滨良心医药连锁有限公司北极店,2018,国家税务总局哈尔滨市香坊区税务局新成税务所
1,912301032456110373,黑龙江冠锦医药有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301105719203963,黑龙江省怡安保险销售有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第四税务所
1,91230110571948647B,哈尔滨南风电气有限公司,2018,国家税务总局哈尔滨市香坊区税务局第四税务所
1,91230110578065978G,哈尔滨欧脉科技有限公司,2018,国家税务总局哈尔滨市香坊区税务局安埠税务所
1,91230110585101818B,哈尔滨钟岳科技开发有限公司,2018,国家税务总局哈尔滨市香坊区税务局第四税务所
1,91230110585111805Q,哈尔滨博胜仓储设备有限公司,2018,国家税务总局哈尔滨市香坊区税务局和平税务所
1,91230110585148341X,哈尔滨利天亿信息科技有限公司,2018,国家税务总局哈尔滨市香坊区税务局第四税务所
1,91230110591931359B,哈尔滨驰远电力设备工程有限公司,2018,国家税务总局哈尔滨市香坊区税务局幸福税务所
1,91230110598459608U,哈尔滨金斗云科技有限公司,2018,国家税务总局哈尔滨市香坊区税务局第四税务所
1,912301105984944544,哈尔滨市亿丰包装制品有限公司,2018,国家税务总局哈尔滨市香坊区税务局幸福税务所
1,91230103070044586F,哈尔滨乾顺源科技发展有限公司,2018,国家税务总局哈尔滨市南岗区税务局通达税务所
1,91230103078058835E,哈尔滨耐斯装饰工程有限公司,2018,国家税务总局哈尔滨市南岗区税务局第二税务所
1,91230103086005514H,哈尔滨一动体育用品销售有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103126970635L,黑龙江省轻工建设管理有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103126984420D,黑龙江飞天建设工程总承包有限责任公司,2018,国家税务总局哈尔滨市南岗区税务局第二税务所
1,9123010312717688XC,哈尔滨市巴夺铝箔纸厂,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103127203833D,哈尔滨市节能特种变压器厂,2018,国家税务总局哈尔滨市南岗区税务局王岗税务所
1,912301031272140065,哈尔滨市都乐物流有限公司,2018,国家税务总局哈尔滨市南岗区税务局第三税务所
1,9123010312761507X5,哈尔滨市多相水处理技术有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301031278747094,哈尔滨天利出租汽车有限公司,2018,国家税务总局哈尔滨市南岗区税务局第三税务所
1,91230102787521052R,哈尔滨大众宝泰医药连锁有限公司东亚店,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102793056708N,哈尔滨月星国际家居广场有限公司,2018,国家税务总局哈尔滨市道里区税务局通江税务所
1,912301027992520646,哈尔滨锦江麒麟饮品有限公司,2018,国家税务总局哈尔滨市道里区税务局新阳税务所
1,91230102799286467A,黑龙江云开商贸有限公司,2018,国家税务总局哈尔滨市道里区税务局抚顺税务所
1,91230102827132917U,哈尔滨新阳不锈钢有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230103052860555Q,黑龙江省正莅物业有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103056301486X,哈尔滨隆飞资产评估有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301030563389082,北京国信瑞和工程管理有限公司黑龙江分公司,2018,国家税务总局哈尔滨市南岗区税务局奋斗税务所
1,91230103063682627J,哈尔滨金辰伟业科技开发有限公司,2018,国家税务总局哈尔滨市南岗区税务局和兴税务所
1,912301030700209126,黑龙江东北林大科技园发展有限公司,2018,国家税务总局哈尔滨市南岗区税务局第二税务所
1,912301027813208070,哈尔滨林德实业有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230103301127988Y,哈尔滨伟建文康科技发展有限公司,2018,国家税务总局哈尔滨市南岗区税务局大成税务所
1,91230103301172762H,哈尔滨优凡科技开发有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103301219559H,黑龙江优尚科技有限公司,2018,国家税务总局哈尔滨市南岗区税务局通达税务所
1,9123010342400999XF,哈尔滨工程大学出版社有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301035526118385,哈尔滨径育兴达商贸有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,912301035582579999,哈尔滨华瑞伟业科技开发有限公司,2018,国家税务总局哈尔滨市南岗区税务局燎原税务所
1,91230103560646758J,黑龙江顺威投资置业有限公司,2018,国家税务总局哈尔滨市南岗区税务局第二税务所
1,91230103565419941F,哈尔滨晓霞商贸有限公司,2018,国家税务总局哈尔滨市南岗区税务局荣市税务所
1,91230103565445904Y,哈尔滨天运体育用品销售有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103127204721P,黑龙江省建筑设计研究院,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103127575880M,国泰君安证券股份有限公司哈尔滨西大直街证券营业部,2018,国家税务总局哈尔滨经济技术开发区税务局第二税务所
1,91230103127692868Q,哈尔滨市运通汽车修理有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301031280686297,哈尔滨市哈站劳动服务有限责任公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301032456112648,黑龙江省容维证券数据程序化有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,912301033008097099,哈尔滨逸道汽车租赁服务有限公司,2018,国家税务总局哈尔滨市南岗区税务局先锋税务所
1,912301033008471905,哈尔滨森豪海逸企业管理有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103300943721Q,哈尔滨仟文顺经贸有限公司,2018,国家税务总局哈尔滨市南岗区税务局和兴税务所
1,91230103300962850N,北京衣念阳光商贸有限公司哈尔滨第九分公司,2018,国家税务总局哈尔滨市南岗区税务局和兴税务所
1,912301033010142382,海之特工程管理有限公司哈尔滨分公司,2018,国家税务总局哈尔滨市南岗区税务局先锋税务所
1,91230103126975305L,黑龙江外商企业咨询服务有限责任公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103127043059E,哈尔滨大庆宾馆,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230103127178631K,哈尔滨市学府书店,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301105526075995,哈尔滨承诺大药房有限公司,2018,国家税务总局哈尔滨市香坊区税务局安埠税务所
1,91230110558268604J,哈尔滨誉泰管业制造有限公司,2018,国家税务总局哈尔滨市香坊区税务局第六税务所
1,9123011055827967X6,哈尔滨远洋精密轴承制造有限公司销售分公司,2018,国家税务总局哈尔滨市香坊区税务局香大税务所
1,91230110558289747C,哈尔滨华恒电站设备制造有限责任公司,2018,国家税务总局哈尔滨市香坊区税务局第六税务所
1,912301105606460882,黑龙江省新合作置业有限公司,2018,国家税务总局哈尔滨市香坊区税务局第二税务所
1,91230110565402402U,黑龙江腾祥干混砂浆科技有限责任公司,2018,国家税务总局哈尔滨市香坊区税务局第六税务所
1,912301105654242573,黑龙江省益通运输有限公司,2018,国家税务总局哈尔滨市香坊区税务局第三税务所
1,91230110127402867Y,哈尔滨哈锅实业开发有限责任公司,2018,国家税务总局哈尔滨市香坊区税务局第二税务所
1,912301101278379162,哈尔滨市华实彩印厂,2018,国家税务总局哈尔滨市香坊区税务局铁东税务所
1,912301101278970701,哈尔滨市士达经贸有限公司,2018,国家税务总局哈尔滨市香坊区税务局第四税务所
1,912301103008679339,中环国评（北京）科技有限公司黑龙江分公司,2018,国家税务总局哈尔滨市香坊区税务局健康税务所
1,91230110300916184Q,黑龙江德昌百姓医药连锁有限公司汲家店,2018,国家税务总局哈尔滨市香坊区税务局哈平税务所
1,91230110300967379G,哈尔滨市亿盛源新材料制造有限公司,2018,国家税务总局哈尔滨市香坊区税务局第六税务所
1,9123011030099078XT,哈尔滨市农苑农副产品有限公司,2018,国家税务总局哈尔滨市香坊区税务局大庆税务所
1,91230110301114319F,哈尔滨保维康生物科技有限公司,2018,国家税务总局哈尔滨市香坊区税务局铁东税务所
1,912301103011750660,哈尔滨多卓商贸有限公司,2018,国家税务总局哈尔滨市香坊区税务局民生税务所
1,912301105226736322,哈尔滨巨友动力设备有限公司,2018,国家税务总局哈尔滨市香坊区税务局第六税务所
1,9123010274951314XW,哈尔滨市康云医药有限公司,2018,国家税务总局哈尔滨市道里区税务局斯大林税务所
1,91230102756343943B,哈尔滨东北热处理设备制造有限公司,2018,国家税务总局哈尔滨市道里区税务局新阳税务所
1,9123010276905231X4,哈尔滨东方美晨房地产开发有限公司,2018,国家税务总局哈尔滨市松北区税务局第二税务所
1,912301027690906236,美巢集团黑龙江装饰材料有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102775009967C,中国石油天然气股份有限公司黑龙江实华销售分公司,2018,国家税务总局哈尔滨市呼兰区税务局第二税务所
1,91230110086011404R,哈尔滨达驰科技有限公司,2018,国家税务总局哈尔滨市香坊区税务局大庆税务所
1,91230110094806258N,黑龙江海川工程设计有限公司,2018,国家税务总局哈尔滨市香坊区税务局安埠税务所
1,912301101270531691,哈尔滨电站科技开发有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局第四税务所
1,9123011012733071XE,哈尔滨哈玻拓普复合材料有限公司,2018,国家税务总局哈尔滨市香坊区税务局第六税务所
1,912301101273762165,哈尔滨电站设备配套厂有限公司,2018,国家税务总局哈尔滨市香坊区税务局第六税务所
1,91230102680296537F,哈尔滨市宏久塑料制品厂,2018,国家税务总局哈尔滨市道里区税务局新农税务所
1,91230102686043477H,哈尔滨龙海食品有限公司,2018,国家税务总局哈尔滨市道里区税务局新农税务所
1,912301026907386778,哈尔滨蒙牛商贸有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102696836403J,哈尔滨德盛商品混凝土有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301027029610687,哈尔滨市中北包装材料厂,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301027184633709,哈尔滨兆鑫商贸有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102727733707T,哈尔滨车辆段劳动服务公司兴达车辆配件厂,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301027313782931,哈尔滨汉德轻工医药装备有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102734632824Y,哈尔滨利达不锈钢销售有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102738641672U,哈尔滨市建国医药连锁有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102607157100G,哈尔滨新世纪食品有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301026656869917,哈尔滨宝胜体育用品有限公司友谊路分店,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102672103010P,哈尔滨博赢人力资源管理有限责任公司,2018,国家税务总局哈尔滨市道里区税务局斯大林税务所
1,9123010267213575X3,哈尔滨市广华医药有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102672932847J,黑龙江省龙建路桥第四工程有限公司,2018,国家税务总局哈尔滨市道里区税务局康安税务所
1,9123010268026683XD,哈尔滨龙豪珠宝有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,9123010277503533XM,哈尔滨宏马包装制品有限公司,2018,国家税务总局哈尔滨市香坊区税务局朝阳税务所
1,91230103070048026R,哈尔滨新悦天成科技有限公司哈西店,2018,国家税务总局哈尔滨市南岗区税务局哈西税务所
1,91230103078070447L,哈尔滨博通伟业科技开发有限公司,2018,国家税务总局哈尔滨市南岗区税务局燎原税务所
1,91230103086008053U,哈尔滨橙叶行经贸有限公司,2018,国家税务总局哈尔滨市南岗区税务局和兴税务所
1,91230102787535390D,哈尔滨麦尔斯通电子有限公司,2018,国家税务总局哈尔滨市道里区税务局新阳税务所
1,912301027930716330,龙采科技集团有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102799255476R,哈尔滨达新清洁有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102827043172H,阳光酒店管理集团有限公司哈尔滨阳光望江大酒店,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102828022533N,国泰君安证券股份有限公司哈尔滨尚志大街证券营业部,2018,国家税务总局哈尔滨经济技术开发区税务局第二税务所
1,91230103052860555Q,黑龙江省正莅物业有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,91230103056311764E,黑龙江天佑德程经贸有限公司,2018,国家税务总局哈尔滨经济技术开发区税务局平盛税务所
1,912301030563459488,黑龙江鑫百俊建筑装饰工程有限公司,2018,国家税务总局哈尔滨市南岗区税务局第二税务所
1,91230103063690408H,黑龙江大兴城乡建设施工图审查有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301030700281563,黑龙江永辉超市有限公司哈西万达店,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,912301027396848937,黑龙江省北龙交通工程有限公司,2018,国家税务总局哈尔滨市香坊区税务局第二税务所
1,91230102749517036U,黑龙江新概念企业管理咨询有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301027563468617,江海证券有限公司哈尔滨友谊路证券营业部,2018,国家税务总局哈尔滨市道里区税务局第三税务所
1,91230102769057049C,黑龙江华健会计师事务所有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301027750020601,黑龙江哈得力商贸集团有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102775009967C,中国石油天然气股份有限公司黑龙江实华销售分公司,2018,国家税务总局哈尔滨市南岗区税务局新春税务所
1,912301027750377301,哈尔滨国康生物科技有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102781326280U,哈尔滨市驾友机动车驾驶员服务有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301100700404975,哈尔滨北华医疗器械有限公司,2018,国家税务总局哈尔滨市香坊区税务局第六税务所
1,912301100780562743,哈尔滨江铃新动力汽车修理有限公司,2018,国家税务总局哈尔滨市香坊区税务局朝阳税务所
1,91230109723662569M,哈尔滨北方船舶工业有限公司,2018,国家税务总局哈尔滨市松北区税务局第二税务所
1,912301097441761214,哈尔滨大河电气自动化有限公司,2018,国家税务总局哈尔滨高新技术产业开发区税务局第四税务所
1,91230109756320186B,哈尔滨毅腾物业管理有限公司,2018,国家税务总局哈尔滨市松北区税务局松安税务所
1,9123010976272649XK,黑龙江省龙生房屋开发有限责任公司,2018,国家税务总局哈尔滨市松北区税务局第二税务所
1,91230109769061662C,哈尔滨精典新型干混建材科技有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,91230109790532596H,中光华建设工程造价咨询有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,91230109799278256N,哈尔滨市三建建筑安装有限责任公司,2018,国家税务总局哈尔滨市松北区税务局松安税务所
1,91230110056301427Y,哈尔滨鑫盛吉电站配件有限公司,2018,国家税务总局哈尔滨市香坊区税务局黎明税务所
1,91230110063670976K,哈尔滨捌零捌艺广告有限公司,2018,国家税务总局哈尔滨市香坊区税务局铁东税务所
1,9123011007001431X1,哈尔滨市春霖气体经销有限公司,2018,国家税务总局哈尔滨市香坊区税务局新成税务所
1,91230109300800683Y,哈尔滨恒瑞合利经贸有限公司,2018,国家税务总局哈尔滨市松北区税务局松安税务所
1,91230109300914146Y,哈尔滨市中龙盛泰环境工程有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,912301093011516466,哈尔滨和鑫亿达商贸有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,9123010955263209XC,哈尔滨杰能物业管理有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,91230109571922674W,哈尔滨龙圣农机销售有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,912301095851276633,哈尔滨信美商贸有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,91230109598476117R,哈尔滨锦顺商贸有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,91230109680265984Q,黑龙江新天成环保科技有限公司,2018,国家税务总局哈尔滨市松北区税务局松安税务所
1,91230109690748808C,哈尔滨凯利置业有限公司,2018,国家税务总局哈尔滨市松北区税务局第二税务所
1,9123011007807785X7,黑龙江省盛乾汽车销售服务有限公司,2018,国家税务总局哈尔滨市香坊区税务局第四税务所
1,91230102558267943T,哈尔滨伟德医药连锁有限公司信恒店,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102558298280C,哈尔滨仁风商贸有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301025654263248,大商哈尔滨新一百购物广场有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301025654467982,哈尔滨和盛混凝土有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301025719372789,飞亚达销售有限公司哈尔滨分公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301025780671139,哈尔滨广晟医疗器械科技开发有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102583846795T,黑龙江国酒茅台销售有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102585115881Y,黑龙江凯撒世嘉国际旅行社有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102588141057X,黑龙江纳邦医疗器械有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102598482621A,哈尔滨龙源密封管道有限公司,2018,国家税务总局哈尔滨市道里区税务局新农税务所
1,91230102128176814F,哈尔滨国源土地房地产估价有限公司,2018,国家税务总局哈尔滨市南岗区税务局燎原税务所
1,912301021285162413,中国能源建设集团黑龙江能源建设有限公司,2018,国家税务总局哈尔滨市香坊区税务局第二税务所
1,91230102300815383L,哈尔滨大川商贸有限公司,2018,国家税务总局哈尔滨市道里区税务局新阳税务所
1,91230102300855270K,哈尔滨三鼎医疗器械有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102300938762X,中国民生银行股份有限公司哈尔滨分行,2018,国家税务总局哈尔滨市道里区税务局第三税务所
1,9123010230111022X9,哈尔滨天手食品有限公司机场分公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301023011705992,哈尔滨华邦牧业有限公司,2018,国家税务总局哈尔滨市道里区税务局新发税务所
1,91230102414006111W,黑龙江少年儿童出版社有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102424005403X,哈尔滨市公路工程有限责任公司,2018,国家税务总局哈尔滨市南岗区税务局奋斗税务所
1,912301025526130400,哈尔滨柏年康成健康管理有限公司通江分公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301021276643496,哈尔滨泰谷实业有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102127823581U,黑龙江民航建筑安装工程有限公司,2018,国家税务总局哈尔滨市道里区税务局第二税务所
1,91230102686045771E,哈尔滨维辰电力科技发展有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301026968151947,哈尔滨市瑞康行医疗设备经销有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102696844657Q,哈尔滨汽车交易市场有限公司,2018,国家税务总局哈尔滨市道里区税务局榆树税务所
1,91230102712024035C,哈尔滨共和广告营销策划有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102718473237W,哈尔滨市松阳工程建设监理有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301027289521434,黑龙江省亿发房地产开发有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第二税务所
1,91230102731382938E,哈尔滨天生医药有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301027386037646,哈尔滨报达纯净水有限公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301025851217638,哈尔滨金岳房地产经纪有限公司,2018,国家税务总局哈尔滨市南岗区税务局第六税务所
1,91230102591910304D,北京神州汽车租赁有限公司哈尔滨太平机场分公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,9123010259848810XX,黑龙江纳通医疗器械有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301026638782443,黑龙江省机场管理集团有限公司空港服务分公司,2018,国家税务总局哈尔滨市道里区税务局第三税务所
1,91230102665693358Q,海通证券股份有限公司哈尔滨通江街证券营业部,2018,国家税务总局哈尔滨市道里区税务局第三税务所
1,91230102672103547W,黑龙江灿和电子商务有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102672138934L,黑龙江省吉元医药有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102672932847J,黑龙江省龙建路桥第四工程有限公司,2018,黑龙江省亚布力滑雪旅游度假区税务局税源管理科
1,91230102680273765J,哈尔滨华大电信网络服务有限公司,2018,国家税务总局哈尔滨市道里区税务局群力税务所
1,91230102680296895G,哈尔滨嘉汇医药有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301025719000105,哈尔滨市航顺机械制造有限公司,2018,国家税务总局哈尔滨市道里区税务局太平税务所
1,91230102578056270W,黑龙江桓茂医药有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102578085944X,哈尔滨兄弟饲料有限公司,2018,国家税务总局哈尔滨市道里区税务局新农税务所
1,91230102585104138Q,哈尔滨市百年红医药连锁有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230108763188638W,哈尔滨冠成机械制造有限公司,2018,国家税务总局哈尔滨市平房区税务局建安税务所
1,91230108787514821M,哈尔滨铁路燃料运销有限公司,2018,国家税务总局哈尔滨市平房区税务局第四税务所
1,912301087992510884,哈尔滨龙威铝业有限公司,2018,国家税务总局哈尔滨市平房区税务局友协税务所
1,91230108MA18YGEE9R,哈尔滨恒祥机械制造有限公司,2018,国家税务总局哈尔滨市平房区税务局平房税务所
1,91230109070021739G,黑龙江省中电巨鹰驾驶员训考服务有限公司,2018,国家税务总局哈尔滨市松北区税务局松北税务所
1,91230109086028716Y,黑龙江佰瑞康经贸有限公司,2018,国家税务总局哈尔滨市松北区税务局松安税务所
1,912301081270516491,中国有色金属进出口哈尔滨有限公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,91230108127421259E,哈尔滨东诚机械制造有限公司,2018,国家税务总局哈尔滨市平房区税务局保国税务所
1,912301081274228926,哈尔滨航建模具有限责任公司,2018,国家税务总局哈尔滨市平房区税务局友协税务所
1,91230108127435562F,哈尔滨市宏源铝材经销有限公司,2018,国家税务总局哈尔滨市平房区税务局兴建税务所
1,91230108723681292U,哈尔滨徐虎（上海）物业经营有限责任公司,2018,国家税务总局哈尔滨市平房区税务局建安税务所
1,9123010872769674XB,哈尔滨东安进出口有限公司,2018,国家税务总局哈尔滨市平房区税务局保国税务所
1,91230108734590898N,哈尔滨哈平动力有限公司,2018,国家税务总局哈尔滨市平房区税务局兴建税务所
1,91230108734611185G,哈尔滨东北铝材经销有限公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,91230108744174724J,哈尔滨健康医药连锁有限公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,912301087563380604,哈尔滨兴安机械加工厂,2018,国家税务总局哈尔滨市平房区税务局平房税务所
1,91230102127622093A,中国石油天然气股份有限公司哈销售分公司万家石化分公司,2018,国家税务总局哈尔滨市道里区税务局新农税务所
1,912301021276343691,哈尔滨市双龙粉末涂料有限公司,2018,国家税务总局哈尔滨市道里区税务局群力税务所
1,9123010212764118XP,哈尔滨市三强金融办公设备有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,912301021276542045,哈尔滨乐买连锁超市有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230104799250253U,哈尔滨联诚海博商贸有限公司,2018,国家税务总局哈尔滨市道外区税务局南直税务所
1,912301047992828293,哈尔滨宏顺化工经销有限公司,2018,国家税务总局哈尔滨市道外区税务局振江税务所
1,912301048272818087,哈尔滨市运输有限责任公司二分公司,2018,国家税务总局哈尔滨市道外区税务局第四税务所
1,91230104MA18WWWCXJ,哈尔滨农村商业银行股份有限公司南极支行,2018,国家税务总局哈尔滨市道外区税务局第三税务所
1,91230108063687110U,哈尔滨万易成经贸有限公司,2018,国家税务总局哈尔滨市平房区税务局新疆税务所
1,91230108078067117K,哈尔滨汇鑫聚经贸有限公司,2018,国家税务总局哈尔滨市平房区税务局友协税务所
1,91230102094800104H,哈尔滨舟源经贸有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102094804359E,哈尔滨市洋丹商贸有限公司第一分公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102095644043R,哈尔滨成展展览展示服务有限公司,2018,国家税务总局哈尔滨市道里区税务局建国税务所
1,91230102126976113W,黑龙江省机场管理集团有限公司,2018,国家税务总局哈尔滨市道里区税务局第三税务所
1,9123010212697883XM,哈尔滨新兴进出口有限责任公司,2018,国家税务总局哈尔滨市道里区税务局安和税务所
1,912301021269840685,黑龙江省瑞泽医药有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,9123010212705484X9,哈尔滨光明石油贸易公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102127131585F,哈尔滨市向东灯具厂,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102127133900W,哈尔滨中央书店,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102127162197E,黑龙江安泰电力工程建设监理有限责任公司,2018,国家税务总局哈尔滨市道里区税务局第二税务所
1,9123010206365014X8,黑龙江诺信智慧科技有限公司,2018,国家税务总局哈尔滨市道里区税务局尚志税务所
1,91230102063657595C,哈尔滨东康汽车销售有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301020636861427,哈尔滨市守信大药房有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,912301020700351025,哈尔滨有义方科技有限公司,2018,国家税务总局哈尔滨市道里区税务局安静税务所
1,912301020780682594,哈尔滨天健医药连锁有限公司微笑堂店,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102078075803G,哈尔滨红星美凯龙国际家居有限公司,2018,国家税务总局哈尔滨市道里区税务局康安税务所
1,91230102086030613Q,青岛海信电器营销股份有限公司哈尔滨分公司,2018,国家税务总局哈尔滨市南岗区税务局王岗税务所
1,91230102086036628L,哈尔滨厚木经贸有限公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
1,91230102560649174D,黑龙江龙唐电力投资有限公司群力供热分公司,2018,国家税务总局哈尔滨市道里区税务局第六税务所
1,91230102565433057M,百丽鞋业（沈阳）商贸有限公司哈尔滨分公司,2018,国家税务总局哈尔滨市道里区税务局第四税务所
